epoch, state, cogni, num_in, num_out, num_con, generosity, spawn_investment, connection_willingness, received_rewards, maintenance, births, deaths, population_size, 
0, 0.0, 500.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0, 1, 
1, 0.0, 500.0, 0.0, 0.0, 0.0, 0.020951229129166204, 111.0, 1.0, 0.0, 0.0, 0, 0, 1, 
2, 2.5, 498.79289321881345, 0.0, 0.5, 0.5, 0.03551656113659355, 78.5, 2.5, 0.0, 1.0, 0, 0, 1, 
3, 1.0, 473.29289321881345, 0.0, 0.5, 0.5, 0.022328929676229587, 56.0, 1.5, 0.0, 0.5, 0, 0, 1, 
4, 0.5, 462.0857864376269, 0.0, 0.5, 0.5, 0.04039460049156295, 91.0, 1.0, 0.0, 0.0, 0, 0, 1, 
5, 0.0, 455.87867965644034, 0.5, 0.5, 1.0, 0.03264191637151879, 217.5, 6.0, 0.0, 0.5, 0, 0, 1, 
6, 3.0, 454.6715728752538, 0.5, 0.5, 1.0, 0.009556126172333774, 190.0, 3.0, 0.0, 1.0, 0, 0, 1, 
7, 2.5, 422.46446609406723, 0.5, 0.5, 1.0, 0.010149563886068143, 145.0, 3.0, 0.0, 1.0, 0, 0, 1, 
8, 0.3333333333333333, 596.8382395419204, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.03800874466822132, 145.33333333333334, 3.3333333333333335, 0.0, 0.0, 0, -1, 2, 
9, 1.5, 693.9215728752538, 0.25, 0.5, 0.75, 0.03640146624278855, 177.75, 4.0, 0.0, 1.0, 0, -1, 3, 
10, 2.0, 617.9763107293782, 0.5, 0.5, 1.0, 0.04815077957047626, 210.83333333333334, 5.833333333333333, 0.0, 0.6666666666666666, 0, -2, 5, 
11, 2.4285714285714284, 511.0042053216461, 0.5714285714285714, 0.7142857142857143, 1.2857142857142858, 0.02042118053043582, 91.85714285714286, 4.571428571428571, 0.0, 1.1428571428571428, 0, -1, 6, 
12, 4.857142857142857, 484.457287160968, 0.7142857142857143, 0.7142857142857143, 1.4285714285714286, 0.03864732739451915, 238.71428571428572, 5.285714285714286, 0.0, 1.0, 0, 0, 6, 
13, 3.2857142857142856, 434.11239950920054, 0.8571428571428571, 1.0, 1.8571428571428572, 0.03565017071047696, 272.7142857142857, 3.4285714285714284, 0.0, 0.5714285714285714, 0, 0, 6, 
14, 2.1666666666666665, 332.39543050033836, 0.6666666666666666, 1.1666666666666667, 1.8333333333333333, 0.05070412388490473, 212.33333333333334, 4.0, 0.0, 0.6666666666666666, 0, 1, 5, 
15, 1.5, 308.21201298977365, 0.3333333333333333, 1.0, 1.3333333333333333, 0.03215992913277823, 175.33333333333334, 2.8333333333333335, 0.0, 0.6666666666666666, 0, 0, 5, 
16, 3.0, 238.62867965644034, 0.5, 1.0, 1.5, 0.05059086411869682, 141.25, 2.5, 0.0, 1.0, 0, 2, 3, 
17, 3.75, 206.77512626584706, 1.0, 1.25, 2.25, 0.03750045052603968, 276.0, 5.5, 0.0, 0.75, 0, 0, 3, 
18, 1.0, 325.6464466094067, 0.75, 0.75, 1.5, 0.027911096355865295, 261.5, 4.5, 0.0, 0.75, 0, 0, 3, 
19, 2.5, 230.5, 0.0, 1.0, 1.0, 0.022009232409978957, 164.5, 5.5, 0.0, 1.0, 0, 2, 1, 
20, 3.5, 204.29289321881345, 0.5, 1.0, 1.5, 0.02365369419817728, 148.5, 4.5, 0.0, 0.5, 0, 0, 1, 
21, 0.0, 168.29289321881345, 0.5, 1.0, 1.5, 0.03859333291251254, 160.5, 1.5, 0.0, 0.5, 0, 0, 1, 
22, 3.5, 166.5857864376269, 0.0, 0.5, 0.5, 0.032157124394422254, 60.5, 0.0, 0.0, 0.0, 0, 0, 1, 
23, 3.0, 130.37867965644034, 0.0, 0.5, 0.5, 0.03810940141153572, 160.5, 2.0, 0.0, 0.5, 0, 0, 1, 
24, 2.5, 99.17157287525379, 0.5, 0.5, 1.0, 0.01914518748280403, 231.0, 5.5, 0.0, 0.5, 0, 0, 1, 
25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 1, 0, 
26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 
