epoch, state, cogni, num_in, num_out, num_con, generosity, spawn_investment, connection_willingness, received_rewards, maintenance, births, deaths, population_size, 
0, 0.0, 750.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3, 0, 3, 
1, 0.0, 750.0, 0.0, 0.0, 0.0, 0.0639323057319281, 254.5, 6.5, 0.0, 0.75, 0, 0, 3, 
2, 3.5, 748.75, 0.5, 0.0, 0.5, 0.015885577334245404, 254.25, 3.25, 0.0, 1.25, 0, 0, 3, 
3, 2.5, 641.1666666666666, 0.5, 0.16666666666666666, 0.6666666666666666, 0.03685523699196852, 216.16666666666666, 6.166666666666667, 0.0, 0.8333333333333334, 0, -2, 5, 
4, 2.0, 585.8964466094067, 0.75, 0.5, 1.25, 0.04744500966965385, 268.0, 6.0, 0.0, 0.625, 0, -2, 7, 
5, 2.0, 451.03431457505076, 1.1, 0.9, 2.0, 0.06044400681548688, 287.7, 6.4, 0.0, 0.7, 0, -2, 9, 
6, 3.1, 453.21005050633886, 0.9, 0.9, 1.8, 0.05237947602849187, 206.5, 5.8, 0.0, 0.9, 0, 0, 9, 
7, 3.272727272727273, 473.7676046194451, 0.9090909090909091, 0.9090909090909091, 1.8181818181818181, 0.06493023636819344, 227.45454545454547, 5.363636363636363, 0.0, 0.8181818181818182, 0, -1, 10, 
8, 2.3636363636363638, 531.0935852046839, 1.0909090909090908, 1.0909090909090908, 2.1818181818181817, 0.060742983761881184, 249.0909090909091, 9.181818181818182, 0.0, 0.9090909090909091, 0, 0, 10, 
9, 4.090909090909091, 504.99621540360516, 1.3636363636363635, 1.3636363636363635, 2.727272727272727, 0.06640484296363745, 243.36363636363637, 6.181818181818182, 0.0, 1.2727272727272727, 0, 0, 10, 
10, 1.5833333333333333, 515.5394240054516, 1.0833333333333333, 1.1666666666666667, 2.25, 0.05298726470673124, 248.16666666666666, 4.916666666666667, 0.0, 0.8333333333333334, 0, -1, 11, 
11, 3.076923076923077, 458.9221389762446, 1.1538461538461537, 1.2307692307692308, 2.3846153846153846, 0.05161120924613523, 314.46153846153845, 3.923076923076923, 0.0, 0.6153846153846154, 0, -1, 12, 
