epoch, state, cogni, num_in, num_out, num_con, generosity, spawn_investment, connection_willingness, received_rewards, maintenance, births, deaths, population_size, 
0, 0.0, 833.3333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 0, 5, 
1, 0.0, 857.1428571428571, 0.0, 0.0, 0.0, 0.037688418542161685, 179.14285714285714, 5.0, 0.0, 0.8571428571428571, 1, 0, 6, 
2, 3.75, 873.8232233047033, 0.25, 0.25, 0.5, 0.03130168489119216, 152.25, 1.5, 0.0, 0.625, 1, 0, 7, 
3, 1.9, 813.9343145750506, 0.3, 0.3, 0.6, 0.03344509374048866, 176.2, 4.6, 0.0, 0.5, 2, 0, 9, 
4, 1.4615384615384615, 723.7769619279529, 0.46153846153846156, 0.46153846153846156, 0.9230769230769231, 0.02932285398790718, 207.92307692307693, 5.0, 0.0, 0.6153846153846154, 3, 0, 12, 
5, 2.625, 637.8295048711651, 0.625, 0.625, 1.25, 0.041140853713909624, 174.6875, 5.125, 0.0, 0.75, 3, 0, 15, 
6, 2.0588235294117645, 576.9286350920238, 0.6470588235294118, 0.6470588235294118, 1.2941176470588236, 0.04356238127260021, 237.7058823529412, 4.235294117647059, 0.0, 1.1764705882352942, 1, 0, 16, 
7, 2.65, 568.4857864376269, 0.8, 0.8, 1.6, 0.04783746716457372, 234.25, 5.45, 0.0, 0.9, 3, 0, 19, 
8, 2.5, 537.3929391336669, 0.7272727272727273, 0.7272727272727273, 1.4545454545454546, 0.04420889200983131, 221.8181818181818, 4.954545454545454, 0.0, 0.8181818181818182, 3, 1, 21, 
9, 2.4545454545454546, 537.5260724149458, 0.8636363636363636, 0.8636363636363636, 1.7272727272727273, 0.051101088181200745, 234.13636363636363, 6.454545454545454, 0.0, 0.8636363636363636, 2, 2, 21, 
10, 1.9166666666666667, 542.045346323107, 0.9583333333333334, 0.9583333333333334, 1.9166666666666667, 0.051921104806670504, 230.54166666666666, 5.916666666666667, 0.0, 1.0, 3, 1, 23, 
