epoch, state, cogni, num_in, num_out, num_con, generosity, spawn_investment, connection_willingness, received_rewards, maintenance, births, deaths, population_size, 
0, 0.0, 833.3333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 0, 5, 
1, 0.0, 808.25, 0.0, 0.0, 0.0, 0.04520714643288727, 161.0, 5.875, 0.0, 0.75, 2, 0, 7, 
2, 1.1, 748.0585786437626, 0.3, 0.3, 0.6, 0.03575262976993494, 120.3, 3.0, 0.0, 0.8, 2, 0, 9, 
3, 1.75, 693.9940776823445, 0.25, 0.25, 0.5, 0.049755328505632246, 191.25, 3.3333333333333335, 0.0, 0.5, 2, 0, 11, 
4, 2.0, 652.5367656161258, 0.35714285714285715, 0.35714285714285715, 0.7142857142857143, 0.042714056331439286, 181.21428571428572, 4.5, 0.0, 0.8571428571428571, 2, 0, 13, 
5, 2.9375, 613.9911165235168, 0.4375, 0.4375, 0.875, 0.04119939013846222, 206.9375, 4.25, 0.0, 1.125, 2, 0, 15, 
6, 2.125, 647.6786165235167, 0.5625, 0.5625, 1.125, 0.056951385612532046, 180.0, 6.4375, 0.0, 0.5625, 2, 2, 15, 
7, 2.5, 611.0111672292653, 0.6111111111111112, 0.6111111111111112, 1.2222222222222223, 0.04259398704288642, 185.16666666666666, 4.666666666666667, 0.0, 1.2222222222222223, 2, 0, 17, 
8, 2.0526315789473686, 616.1429330922388, 0.7368421052631579, 0.7368421052631579, 1.4736842105263157, 0.05445956225428472, 243.42105263157896, 5.473684210526316, 0.0, 0.7894736842105263, 2, 1, 18, 
9, 3.0, 591.5650757595082, 0.8, 0.8, 1.6, 0.0470758737241409, 155.4, 3.6, 0.0, 0.65, 1, 0, 19, 
10, 2.4583333333333335, 565.1762686407625, 0.8333333333333334, 0.8333333333333334, 1.6666666666666667, 0.035516549054332554, 235.83333333333334, 5.041666666666667, 0.0, 0.875, 4, 0, 23, 
11, 1.88, 571.7898066401624, 0.6, 0.6, 1.2, 0.05169271549102663, 201.0, 4.64, 0.0, 0.76, 4, 3, 24, 
12, 1.7692307692307692, 561.8786796564402, 0.7692307692307693, 0.7692307692307693, 1.5384615384615385, 0.050485416544664236, 196.19230769230768, 5.923076923076923, 0.0, 0.5384615384615384, 3, 2, 25, 
13, 2.2, 536.4120129897735, 0.7666666666666667, 0.7666666666666667, 1.5333333333333334, 0.04259331213654951, 221.23333333333332, 5.4, 0.0, 0.6666666666666666, 5, 1, 29, 
14, 2.0606060606060606, 513.7715422653514, 0.8484848484848485, 0.8484848484848485, 1.696969696969697, 0.0432544532493173, 242.24242424242425, 4.575757575757576, 0.0, 0.8484848484848485, 5, 2, 32, 
15, 2.6363636363636362, 506.10487559868477, 0.8787878787878788, 0.8787878787878788, 1.7575757575757576, 0.051712695408063766, 163.21212121212122, 4.636363636363637, 0.0, 0.6666666666666666, 3, 3, 32, 
16, 2.742857142857143, 501.0229725859173, 1.0857142857142856, 1.0857142857142856, 2.1714285714285713, 0.051663717056428485, 203.9142857142857, 4.514285714285714, 0.0, 0.6, 4, 2, 34, 
17, 2.7837837837837838, 482.40938341236784, 1.2162162162162162, 1.2162162162162162, 2.4324324324324325, 0.05008583479022379, 233.67567567567568, 6.297297297297297, 0.0, 0.8918918918918919, 4, 2, 36, 
18, 2.8947368421052633, 457.6162964262172, 1.4473684210526316, 1.4473684210526316, 2.8947368421052633, 0.04966343418196248, 223.28947368421052, 5.894736842105263, 0.0, 0.868421052631579, 3, 2, 37, 
19, 2.425, 473.0397709267878, 1.45, 1.45, 2.9, 0.04952053265109993, 231.125, 5.625, 0.0, 0.925, 5, 3, 39, 
